topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Emotion,0.023857365995683315,0.9521555995358328,0.05160481160673081,1.0075831150417514,588.0
Freizeit,0.0488382761310253,0.9824936292891032,-0.06814344770937085,0.9209882822160419,1005.0
Infrastruktur,-0.19416295012513696,1.0257293894670554,-0.03643999908775662,1.0103471635704417,48.0
Klima,-0.10496037298417836,0.9626953385933629,-0.05050855095331715,0.9114714987772965,604.0
Soziales,0.15066976280795416,1.2222601263952644,-0.3431431431226308,0.6066448601336492,83.0
Wohnen,0.005449037917495704,0.9609164217587216,0.21394984381055882,1.1491566953365833,481.0
