,summary,Freizeit,Klima,Emotion,Wohnen,Soziales,Infrastruktur,word
schnell schweizer,2.4943386552016933,0.20518658557097122,-0.12900395729064248,-0.07061212167369446,-0.19376296666480378,0.037568560767411316,0.059004335372763186,schnell schweizer
schweizer marco,2.5144892399974057,0.21717018077988717,-0.13705002871828365,-0.07865819310133543,-0.20180903809244488,0.029522489339770197,0.050958263945122116,schweizer marco
schmid erst,2.735518842772354,0.3297327789832747,-0.22130145401437493,-0.1629096183974267,-0.2860604633885362,-0.05472893595632114,-0.03329316135096915,schmid erst
wintersport-saiso stark,2.754608265028345,0.3380906723093044,-0.22825557322185827,-0.16986373760491028,-0.29301458259601965,-0.06168305516380471,-0.04024728055845271,wintersport-saiso stark
schnellste,2.4755871310701663,0.19372621584508548,-0.12145792384148467,-0.0630660882245365,-0.186216933215646,0.04511459421656908,0.06655036882192104,schnellste
odermatt schnell,2.4755871310701663,0.19372621584508548,-0.12145792384148467,-0.0630660882245365,-0.186216933215646,0.04511459421656908,0.06655036882192104,odermatt schnell
Mann,7.596580862269069,0.640095008769136,-1.242678590798769,0.3031617361251994,-0.7629025872581631,-1.076106072740715,-1.054670298135363,Mann
schnell mann,2.4595654818641655,0.18368849516527777,-0.11496503223354701,-0.056573196616598806,-0.17972404160770822,0.051607485824506825,0.0730432604298587,schnell mann
Einen,2.450505559715817,0.17790872163446486,-0.11127468545297155,-0.05288284983602344,-0.17603369482713277,0.05529783260508219,0.07673360721043403,Einen
Tag,5.066791470963307,-0.29727188432712276,0.2572849932106425,-0.7792962669701083,-0.902447111961218,1.7955311364652857,-0.6496798099236508,Tag
einen tag,2.443332105315372,0.17327797074503368,-0.10834305591022587,-0.04995122029327784,-0.17310206528438718,0.058229462147827885,0.07966523675317981,einen tag
+3375,2.42545620539882,0.1615233350064363,-0.10099996391297919,-0.04260812829603123,-0.16575897328714057,0.06557255414507435,0.08700832875042638,+3375
tag +3375,2.42545620539882,0.1615233350064363,-0.10099996391297919,-0.04260812829603123,-0.16575897328714057,0.06557255414507435,0.08700832875042638,tag +3375
+3375 chars,2.4198715600094123,0.1577865922044715,-0.09869479566316494,-0.04030296004621665,-0.16345380503732618,0.067877722394889,0.08931349700024079,+3375 chars
The,3.6706298244333304,-0.6209777010388011,0.21727309122583016,1.0751671132959075,-0.5801026022829444,-0.34877107485072917,-0.32733530024537727,The
Cure,3.0621678332913556,-0.4397375467989698,-0.33410343866895165,1.135609903147672,-0.3988624480431129,-0.16753092061089783,-0.14609514600554604,Cure
the cure,3.0621678332913556,-0.4397375467989698,-0.33410343866895165,1.135609903147672,-0.3988624480431129,-0.16753092061089783,-0.14609514600554604,the cure
Wien,4.472598115472205,-0.8185839130702446,-0.7129498049402264,0.9512785977891778,0.3576742567210768,-0.5463772868821727,-0.5249415122768208,Wien
cure wien,3.32404781158026,-0.5217977000476891,-0.41616359191767094,1.2480648108117331,-0.4809226012918324,-0.24959107385961735,-0.22815529925426536,cure wien
Einsamkeit,21.155075045881667,-2.372494271005098,-2.26686016287508,1.942645278313342,-2.331619172249241,-0.7009947555367245,-2.0788518702116745,Einsamkeit
wien einsamkeit,3.8858211069092956,-0.6779487540268487,-0.5723146458968308,1.4134108836123327,-0.6370736552709919,-0.40574212783877706,-0.38430635323342505,wien einsamkeit
kollektives,3.041145094572015,-0.4328485597490096,-0.3272144516189915,1.12511154672693,-0.3919734609931528,-0.16064193356093776,-0.13920615895558583,kollektives
einsamkeit kollektiv,3.041145094572015,-0.4328485597490096,-0.3272144516189915,1.12511154672693,-0.3919734609931528,-0.16064193356093776,-0.13920615895558583,einsamkeit kollektiv
Glücksgefühl,2.8708124163564706,-0.375209501024806,-0.26957539289478794,1.0294718379537513,-0.3343344022689491,-0.10300287483673422,-0.0815671002313821,Glücksgefühl
kollektiv glücksgefühl,2.8708124163564706,-0.375209501024806,-0.26957539289478794,1.0294718379537513,-0.3343344022689491,-0.10300287483673422,-0.0815671002313821,kollektiv glücksgefühl
glücksgefühl der,2.7565496681656017,-0.3345942168564273,-0.22896010872640934,0.9522924801068221,-0.29371911810057055,-0.062387590668355516,-0.0409518160630035,glücksgefühl der
STANDARD,2.734706468636897,-0.3266385454420882,-0.2210044373120702,0.9360596568746501,-0.2857634466862314,-0.05443191925401639,-0.03299614464866438,STANDARD
der standard,2.734706468636897,-0.3266385454420882,-0.2210044373120702,0.9360596568746501,-0.2857634466862314,-0.05443191925401639,-0.03299614464866438,der standard
Robert,2.6935195753206744,-0.311463170136279,-0.20582906200626097,0.9039702491592442,-0.27058807138042223,-0.039256543948207226,-0.01782076934285529,Robert
standard robert,2.6935195753206744,-0.311463170136279,-0.20582906200626097,0.9039702491592442,-0.27058807138042223,-0.039256543948207226,-0.01782076934285529,standard robert
Smith,2.667182586756853,-0.30163714374199097,-0.19600303561197283,0.8823580938444787,-0.26076204498613414,-0.02943051755391916,-0.007994742948567241,Smith
robert smith,2.667182586756853,-0.30163714374199097,-0.19600303561197283,0.8823580938444787,-0.26076204498613414,-0.02943051755391916,-0.007994742948567241,robert smith
begeisterte,2.6475705796902096,-0.2942568965427958,-0.18862278841277785,0.8656684473544195,-0.2533817977869391,-0.022050270354724132,-0.0006144957493720499,begeisterte
smith begeister,2.6475705796902096,-0.2942568965427958,-0.18862278841277785,0.8656684473544195,-0.2533817977869391,-0.022050270354724132,-0.0006144957493720499,smith begeister
Marx-Halle,2.598172511314876,-0.2754227570371417,-0.16978864890712345,0.8211772283912191,-0.23454765828128485,-0.0032161308490697544,0.018219643756282072,Marx-Halle
begeister marx-hall,2.598172511314876,-0.2754227570371417,-0.16978864890712345,0.8211772283912191,-0.23454765828128485,-0.0032161308490697544,0.018219643756282072,begeister marx-hall
epischen,2.558223709872124,-0.25992759373505614,-0.154293485605038,0.7823553199462429,-0.21905249497919946,0.012279032453015638,0.03371480705836755,epischen
marx-hall episch,2.558223709872124,-0.25992759373505614,-0.154293485605038,0.7823553199462429,-0.21905249497919946,0.012279032453015638,0.03371480705836755,marx-hall episch
Konzert,2.5442142620255463,-0.25443630383503757,-0.14880219570501946,0.7680774805076496,-0.21356120507918067,0.017770322353034284,0.039206096958386324,Konzert
episch konzert,2.5442142620255463,-0.25443630383503757,-0.14880219570501946,0.7680774805076496,-0.21356120507918067,0.017770322353034284,0.039206096958386324,episch konzert
konzert kaum,2.526396645133006,-0.24740847600379637,-0.14177436787377837,0.7493842214722182,-0.20653337724793958,0.024798150184275506,0.04623392478962727,konzert kaum
Wünsche,2.5201835668136052,-0.24494618225334994,-0.1393120741233318,0.7427195974079227,-0.20407108349749306,0.02726044393472204,0.04869621854007393,Wünsche
kaum wunsch,2.5201835668136052,-0.24494618225334994,-0.1393120741233318,0.7427195974079227,-0.20407108349749306,0.02726044393472204,0.04869621854007393,kaum wunsch
offenließ,2.5108750877857906,-0.24124577234416358,-0.13561166421414536,0.732588181558009,-0.2003706735883068,0.03096085384390833,0.052396628449260206,offenließ
wunsch offenlass,2.5108750877857906,-0.24124577234416358,-0.13561166421414536,0.732588181558009,-0.2003706735883068,0.03096085384390833,0.052396628449260206,wunsch offenlass
offenlass sie,2.5002029586010033,-0.23698635142871766,-0.13135224329869968,0.7207504287405326,-0.19611125267286078,0.03522027475935415,0.05665604936470605,offenlass sie
entscheiden,2.4962004801003155,-0.23538420724402773,-0.1297500991140098,0.7162480374783271,-0.19450910848817093,0.036822418944044255,0.058258193549396035,entscheiden
sie entscheid,2.4962004801003155,-0.23538420724402773,-0.1297500991140098,0.7162480374783271,-0.19450910848817093,0.036822418944044255,0.058258193549396035,sie entscheid
darüber,2.4849941260401778,-0.23088473518862862,-0.12525062705861062,0.703454767250443,-0.19000963643277188,0.041321890999443084,0.06275766560479515,darüber
entscheid darüber,2.4849941260401778,-0.23088473518862862,-0.12525062705861062,0.703454767250443,-0.19000963643277188,0.041321890999443084,0.06275766560479515,entscheid darüber
darüber sie,2.5002029586010033,-0.23698635142871766,-0.13135224329869968,0.7207504287405326,-0.19611125267286078,0.03522027475935415,0.05665604936470605,darüber sie
sie inhalt,2.4655817188765448,-0.22304221049306128,-0.11740810236304325,0.6806152047736607,-0.18216711173720446,0.04916441569501055,0.07060019030036242,sie inhalt
inhalt nutz,2.4598430131038937,-0.22071197150588892,-0.11507786337587082,0.6736919260983528,-0.17983687275003216,0.05149465468218278,0.07293042928753475,inhalt nutz
Ihr,3.2455877027349995,-0.19437936610936865,-0.3922767752788241,0.3802487958602586,0.2583384824235272,-0.2257042572207705,-0.20426848261541838,Ihr
Gerät,2.992357650497359,-0.4166760279718165,-0.3110419198417984,0.45737416261057745,0.05029373998686815,-0.1444694017837445,1.1558026203536529,Gerät
ihr gerät,2.447405675040121,-0.2156429947797785,-0.11000888664976038,0.6584071958026154,-0.17476789602392157,0.056563631408293305,0.0779994060136452,ihr gerät
erlaubt,2.4437858190327875,-0.21416284145819975,-0.10852873332818172,0.6538847766442724,-0.173287742702343,0.058043784729872205,0.07947955933522392,erlaubt
gerät erlaub,2.4437858190327875,-0.21416284145819975,-0.10852873332818172,0.6538847766442724,-0.173287742702343,0.058043784729872205,0.07947955933522392,gerät erlaub
erlaub derzeit,2.436933904904308,-0.2113550921845544,-0.10572098405453627,0.6452308369222252,-0.17047999342869752,0.060851534003517574,0.08228730860886953,erlaub derzeit
leider,2.4326288991262275,-0.20958696347448963,-0.10395285534447143,0.6397298897558819,-0.16871186471863278,0.06261966271358231,0.08405543731893421,leider
derzeit leider,2.4326288991262275,-0.20958696347448963,-0.10395285534447143,0.6397298897558819,-0.16871186471863278,0.06261966271358231,0.08405543731893421,derzeit leider
entsprechenden,2.4236225317458517,-0.20587777426365844,-0.10024366613364032,0.6280585919508362,-0.16500267550780162,0.06632885192441326,0.08776462652976529,entsprechenden
leider entsprechend,2.4236225317458517,-0.20587777426365844,-0.10024366613364032,0.6280585919508362,-0.16500267550780162,0.06632885192441326,0.08776462652976529,leider entsprechend
Optionen,2.4167510770259617,-0.20303854742238478,-0.09740443929236671,0.6190020145331856,-0.16216344866652793,0.06916807876568704,0.09060385337103906,Optionen
entsprechend option,2.4167510770259617,-0.20303854742238478,-0.09740443929236671,0.6190020145331856,-0.16216344866652793,0.06916807876568704,0.09060385337103906,entsprechend option
anzuzeigen,2.4128723219521477,-0.2014323120755194,-0.09579820394550115,0.6138303656523025,-0.16055721331966247,0.07077431411255256,0.09221008871790455,anzuzeigen
option anzeig,2.4128723219521477,-0.2014323120755194,-0.09579820394550115,0.6138303656523025,-0.16055721331966247,0.07077431411255256,0.09221008871790455,option anzeig
Bitte,2.7049435819911323,-0.3156954945554079,-0.21006138642538985,0.9130732000694362,-0.2748203957995512,-0.04348886836733609,-0.022053093761984194,Bitte
deaktivieren,2.4052171236623416,-0.19825461900116095,-0.09262051087114288,0.6034947425156129,-0.15737952024530405,0.07395200718691106,0.09538778179226298,deaktivieren
bitte deaktivier,2.4052171236623416,-0.19825461900116095,-0.09262051087114288,0.6034947425156129,-0.15737952024530405,0.07395200718691106,0.09538778179226298,bitte deaktivier
deaktivier sie,2.400353261781193,-0.19623035834034913,-0.09059625021033099,0.5968372332838804,-0.15535525958449234,0.07597626784772267,0.09741204245307465,deaktivier sie
sämtliche,4.043209961839652,0.5529295688339291,-0.6120192527784272,0.07282773663867198,-0.6767782621525885,-0.44544673472037355,-0.42401096011502154,sämtliche
sie sämtliche,2.398912353504706,-0.19562988800372386,-0.08999577987370577,0.5948512095433933,-0.15475478924786723,0.07657673818434782,0.09801251278969973,sie sämtliche
Hard-,2.3954172510651817,-0.1941718726618698,-0.08853776453185157,0.5900074260989813,-0.15329677390601293,0.07803475352620212,0.09947052813155396,Hard-
sämtliche hard-,2.3954172510651817,-0.1941718726618698,-0.08853776453185157,0.5900074260989813,-0.15329677390601293,0.07803475352620212,0.09947052813155396,sämtliche hard-
Software…,2.392066668183787,-0.19277214642363805,-0.08713803829362009,0.5853284141623795,-0.15189704766778137,0.07943447976443377,0.10087025436978565,Software…
hard- software…,2.392066668183787,-0.19277214642363805,-0.08713803829362009,0.5853284141623795,-0.15189704766778137,0.07943447976443377,0.10087025436978565,hard- software…
+180,2.388536223838028,-0.19129515907819095,-0.08566105094817286,0.5803601196320001,-0.15042006032233418,0.08091146710988087,0.10234724171523286,+180
software… +180,2.388536223838028,-0.19129515907819095,-0.08566105094817286,0.5803601196320001,-0.15042006032233418,0.08091146710988087,0.10234724171523286,software… +180
+180 chars,2.3869821085819862,-0.190644291380603,-0.08501018325058503,0.5781605275406297,-0.1497691926247463,0.08156233480746881,0.10299810941282078,+180 chars
Energiewirtschaft,3.2117768463112024,-0.487438758083862,-0.38180464995384394,-0.3234128143368956,0.6424449547236519,-0.21523213189579005,-0.19379635729043826,Energiewirtschaft
heizkost energiewirtschaft,2.988172088955494,-0.41527629838009467,-0.3096421902500764,-0.25125035463312834,0.5656382395877714,-0.14306967219202263,-0.12163389758667066,heizkost energiewirtschaft
hält,3.900788520110399,-0.3804504070179766,-0.5761590486220727,-0.5177672130051245,0.7002672395213192,-0.4095865305640189,-0.38815075595866694,hält
energiewirtschaft halt,2.7383304315724377,-0.3279628425485205,-0.22232873441850232,-0.16393689880155424,0.45512769611047643,-0.05575621636044854,-0.034320441755096534,energiewirtschaft halt
früheren,2.7012323950339394,-0.3143225508865663,-0.2086884427565481,-0.15029660713959994,0.43574773134088235,-0.042115924698494386,-0.020680150093142526,früheren
halt früh,2.7012323950339394,-0.3143225508865663,-0.2086884427565481,-0.15029660713959994,0.43574773134088235,-0.042115924698494386,-0.020680150093142526,halt früh
Start,6.97267469392263,0.46586448075336556,0.2856982211839403,-1.0985873905718904,-0.5607114762833078,-0.9904067081307847,-0.9689709335254328,Start
früh start,2.649265678378502,-0.29489693850881943,-0.18926283037880137,-0.1308709947618531,0.40700491952672946,-0.022690312320747502,-0.0012545377153956516,früh start
Gaspreisbremse,3.0274276890967635,-0.4283277508778173,-0.3226936427477992,-0.2643018071308511,0.5803976011970018,-0.15612112468974543,-0.1346853500843936,Gaspreisbremse
start gaspreisbremse,2.605961522846364,-0.2784161531704566,-0.17278204504043831,-0.11439020942349033,0.3814948563994927,-0.00620952698238457,0.01522624762296717,start gaspreisbremse
unmöglich,2.977040577984726,-0.41154415184547655,0.40049666990550187,-0.24751820809851044,0.18891883463606793,-0.13933752565740473,-0.11790175105205279,unmöglich
gaspreisbremse unmöglich,2.5476818355778112,-0.2557983010250181,-0.150164192895,-0.0917723572780519,0.34466468545652656,0.01640832516305371,0.037844099768405665,gaspreisbremse unmöglich
Kanzler,2.524794529393449,-0.24677412432795348,-0.14114001619793545,-0.08274818058098729,0.32934081177100344,0.02543250186011832,0.046868276465470336,Kanzler
unmöglich kanzler,2.524794529393449,-0.24677412432795348,-0.14114001619793545,-0.08274818058098729,0.32934081177100344,0.02543250186011832,0.046868276465470336,unmöglich kanzler
Olaf,2.7310617739759104,-0.32530490118956473,-0.2196707930595467,-0.16127895744259857,0.45140125621394367,-0.053098275001492966,-0.031662500396140845,Olaf
kanzler olaf,2.50907852467185,-0.24053000350272086,-0.13489589537270275,-0.07650405975575444,0.3185158280271859,0.03167662268535097,0.053112397290703016,kanzler olaf
Scholz,2.7202207082274303,-0.32132745915604405,-0.21569335102602596,-0.1573015154090778,0.44578013338238404,-0.04912083296797212,-0.02768505836262022,Scholz
olaf scholz,2.7202207082274303,-0.32132745915604405,-0.21569335102602596,-0.1573015154090778,0.44578013338238404,-0.04912083296797212,-0.02768505836262022,olaf scholz
scholz offen,2.472943753179,-0.22602368332241082,-0.1203895751923926,-0.06199773957544446,0.2926347213584493,0.04618294286566104,0.06761871747101313,scholz offen
gezeigt,2.4651710722282165,-0.2228756449941711,-0.11724153686415276,-0.058849701247204705,0.28687797419329814,0.049330981193900884,0.0707667557992527,gezeigt
offen zeig,2.4651710722282165,-0.2228756449941711,-0.11724153686415276,-0.058849701247204705,0.28687797419329814,0.049330981193900884,0.0707667557992527,offen zeig
zeig gaspreisbremse,2.605961522846364,-0.2784161531704566,-0.17278204504043831,-0.11439020942349033,0.3814948563994927,-0.00620952698238457,0.01522624762296717,zeig gaspreisbremse
gaspreisbremse schon,2.4350613840815254,-0.21058640469455667,-0.10495229656453853,-0.04656046094759037,0.26390343204086025,0.061620221493515155,0.08305599609886723,gaspreisbremse schon
Januar,4.85579765879743,-0.04476588509167212,-0.7951537158812053,-0.7367618802642572,0.6211354129633192,-0.6285811978231514,-0.6071454232177997,Januar
schon januar,2.4237034373532915,-0.20591115580554892,-0.10027704767553089,-0.04188521205858274,0.254946693257211,0.0662954703825229,0.08773124498787478,schon januar
einzuführen,2.418115473533327,-0.2036029462653792,-0.09796883813536111,-0.039577002518412875,0.25047931584008276,0.06860367992269258,0.09003945452804456,einzuführen
januar einführ,2.418115473533327,-0.2036029462653792,-0.09796883813536111,-0.039577002518412875,0.25047931584008276,0.06860367992269258,0.09003945452804456,januar einführ
die energiewirtschaft,2.405831558091671,-0.19851004540538753,-0.0928759372753696,-0.034484101658421314,0.24051419245193076,0.07369658078268422,0.09513235538803616,die energiewirtschaft
schließt,3.582260548443776,-0.5966084786615903,-0.49097437053157217,-0.43258253491462395,0.7397346021127933,-0.3244018524735183,-0.3029660778681663,schließt
energiewirtschaft schließ,2.394474588506444,-0.19377826771107726,-0.0881441595810591,-0.029752323964110924,0.23111957190361898,0.07842835847699461,0.09986413308234661,energiewirtschaft schließ
technischen,2.3850034519927426,-0.18981501112502758,-0.08418090299500941,-0.02578906737806131,0.22314758382014835,0.08239161506304443,0.10382738966839639,technischen
schließ technisch,2.3850034519927426,-0.18981501112502758,-0.08418090299500941,-0.02578906737806131,0.22314758382014835,0.08239161506304443,0.10382738966839639,schließ technisch
technisch grund,2.3789299457195656,-0.1872652233523324,-0.08163111522231449,-0.023239279605366377,0.21796806893878273,0.08494140283573938,0.10637717744109135,technisch grund
Tourismus,4.1828949010014975,0.5578045234771938,-0.09389900405396014,-0.5875920625382209,-0.7107429075293304,-0.47941138009711537,-0.45797560549176347,Tourismus
tourismus wintersport,3.6864560333392435,0.6015967642787541,-0.5196459032592724,-0.4612540676423243,-0.5844049126334337,-0.3530733852012188,-0.33163761059586677,tourismus wintersport
Energiesparmodus,3.5088718982707183,0.5663260095143611,-0.47027492059412057,-0.41188308497717246,-0.5350339299682819,-0.30370240253606673,-0.2822666279307147,Energiesparmodus
wintersport energiesparmodu,2.8901502786568765,0.3925173009624629,-0.2762888315870035,-0.21789699597005538,-0.3410478409611648,-0.10971631352894975,-0.08828053892359783,wintersport energiesparmodu
Skigebiete,9.217377567090303,0.8963651407025511,-0.7991441193430537,-1.3776790640413,-1.500829909032409,-1.2694983816001941,-1.2480626069948422,Skigebiete
energiesparmodu skigebiet,2.694778690508207,0.31125345235665,-0.2062964137185577,-0.14790457810160942,-0.27105542309271885,-0.03972389566050394,-0.018288121055151867,energiesparmodu skigebiet
Eishallen,3.6080975778062188,0.5866137665437651,-0.4981609779605253,-0.43976914234357706,-0.5629199873346865,-0.3315884599024714,-0.31015268529711965,Eishallen
skigebiet eishalle,3.0442158908615524,0.44556809181985735,-0.32822369217433045,-0.26983185655738223,-0.3929827015484917,-0.16165117411627655,-0.1402153995109247,skigebiet eishalle
versuchen,4.144558462866945,0.31267343434286243,-0.6367765913619864,-0.5783847557450382,0.20581164355992335,-0.4702040733039326,-0.44876829869858054,versuchen
eishalle versuch,2.971614828050787,0.4216028551864145,-0.30408584948392414,-0.24569401386697606,-0.3688448588580854,-0.1375133314258704,-0.1160775568205184,eishalle versuch
diversen,2.8948314822430428,0.3942566584354754,-0.27790723067671647,-0.21951539505976833,-0.3426662400508777,-0.11133471261866261,-0.08989893801331078,diversen
versuch diverser,2.8948314822430428,0.3942566584354754,-0.27790723067671647,-0.21951539505976833,-0.3426662400508777,-0.11133471261866261,-0.08989893801331078,versuch diverser
diverser maßnahme,2.8556740881881204,0.37943510491146715,-0.2642882544650216,-0.2058964188480734,-0.32904726383918276,-0.09771573640696762,-0.0762799618016158,diverser maßnahme
maßnahme energiekosten,2.8023711525004247,0.35821483436521034,-0.24544623027238294,-0.1870543946554348,-0.3102052396465442,-0.07887371221432918,-0.05743793760897709,maßnahme energiekosten
energiekosten niedrig,2.762269060991844,0.34139300441816534,-0.23103279679771135,-0.1726409611807632,-0.29579180617187273,-0.06446027873965755,-0.043024504134305565,energiekosten niedrig
Betrieb,3.19061099387047,0.48907994904669944,-0.3751927638644481,-0.3168009282474999,-0.4399517732386094,-0.20862024580639427,-0.18718447120104237,Betrieb
niedrig betrieb,2.724475715912058,0.3248117342140896,-0.21725634305327338,-0.15886450743632524,-0.2820153524274346,-0.050683824995219624,-0.029248050389867653,niedrig betrieb
Laufen,2.702241897610654,0.3147062681035801,-0.20906209220273278,-0.1506702565857846,-0.2738211015768941,-0.042489574144678986,-0.0210537995393271,Laufen
betrieb lauf,2.702241897610654,0.3147062681035801,-0.20906209220273278,-0.1506702565857846,-0.2738211015768941,-0.042489574144678986,-0.0210537995393271,betrieb lauf
lauf halt,2.6841336802735847,0.30627442176474984,-0.20233835550972631,-0.14394651989277807,-0.2670973648838875,-0.0357658374516724,-0.01433006284632042,lauf halt
Unternehmen,3.4886061053025053,-0.049350548795500764,-0.4644825909520865,-0.4060907553351384,0.4544016446590817,-0.2979100728940327,-0.2764742982886808,Unternehmen
die unternehmen,2.5783084906184546,0.2530181507502784,-0.1621138914063074,-0.10372205578935917,-0.22687290078046848,0.004458626651746537,0.025894401257098448,die unternehmen
unternehmen rechn,2.5668293884668354,0.24679424028870636,-0.15765176756525584,-0.0992599319483077,-0.2224107769394171,0.008920750492797993,0.030356525098149893,unternehmen rechn
allerdings,5.342526143846508,0.15557184666484764,0.004767890598640816,-0.8322870974219977,0.21471952240129313,-0.7241064149808922,-0.7026706403755402,allerdings
rechn allerdings,2.5597256832819775,0.24289499605582576,-0.15488042906133018,-0.09648859344438197,-0.2196394384354914,0.011692088996723533,0.03312786360207561,rechn allerdings
allerdings hoch,2.542087195425244,0.23305157361806728,-0.14796580535651369,-0.08957396973956559,-0.2127248147306749,0.018606712701540195,0.04004248730689203,allerdings hoch
Gästezahlen,2.53769487042541,0.23056379005966557,-0.1462364689253294,-0.08784463330838128,-0.21099547829949064,0.020336049132724326,0.04177182373807624,Gästezahlen
hoch gästezahl,2.53769487042541,0.23056379005966557,-0.1462364689253294,-0.08784463330838128,-0.21099547829949064,0.020336049132724326,0.04177182373807624,hoch gästezahl
gästezahl trotz,2.5280412949475974,0.2250436377132693,-0.14242514245727564,-0.08403330684032756,-0.20718415183143704,0.02414737560077813,0.04558315020613005,gästezahl trotz
gestiegener,2.9162757613982624,0.17806291879014596,-0.28528770933519304,-0.22689587371824485,0.0709344663930959,-0.11871519127713932,-0.09727941667178733,gestiegener
trotz gestiegen,2.36743571788516,0.121109684077086,-0.07678772509236953,-0.018395889475421406,-0.14154673446653085,0.0897847929656843,0.11122056757103614,trotz gestiegen
gestiegen preis,3.6201498780952233,-0.31001686554519364,-0.5014957590486839,-0.4431039234317357,0.6319511973692229,-0.33492324099063014,-0.3134874663852782,gestiegen preis
gesti…,2.3049666301020255,0.07325821004968817,-0.050046530443992224,0.008345305172956046,-0.11480553981815335,0.11652598761406158,0.1379617622194136,gesti…
trotz gesti…,2.3049666301020255,0.07325821004968817,-0.050046530443992224,0.008345305172956046,-0.11480553981815335,0.11652598761406158,0.1379617622194136,trotz gesti…
+558,2.3035299319011258,0.07209899506767829,-0.04942303068518197,0.00896880493176622,-0.11418204005934325,0.11714948737287176,0.13858526197822355,+558
gesti… +558,2.3035299319011258,0.07209899506767829,-0.04942303068518197,0.00896880493176622,-0.11418204005934325,0.11714948737287176,0.13858526197822355,gesti… +558
+558 chars,2.3026509724887148,0.0713884202345702,-0.04904138721901174,0.0093504483979365,-0.11380039659317295,0.11753113083904203,0.13896690544439397,+558 chars
Rainer,3.600122648695741,-0.601582353373235,-0.4959482452432169,-0.43755640962626874,0.7437141959897754,-0.32937572718516317,-0.3079399525798112,Rainer
Münz,4.269391012553354,-0.7720856364677666,-0.6664515283377483,-0.6080596927208003,0.8613754797166302,-0.4998790102796948,-0.47844323567434277,Münz
rainer münz,3.6015084804016095,-0.6019672194398613,-0.4963331113098432,-0.43794127569289504,0.7440206455732702,-0.3297605932517894,-0.3083248186464375,rainer münz
münz eine,3.098779303189,-0.45162270018660927,-0.3459885920565911,-0.2875967564396428,0.6057527558776472,-0.1794160739985373,-0.15798029939318542,münz eine
wachsende,3.147186472039451,-0.46712330964131726,-0.36148920151129904,-0.3030973658943509,0.6219598517246029,-0.1949166834532454,-0.17348090884789333,wachsende
eine wachsend,3.147186472039451,-0.46712330964131726,-0.36148920151129904,-0.3030973658943509,0.6219598517246029,-0.1949166834532454,-0.17348090884789333,eine wachsend
wachsend mehrheit,3.2729545489150467,-0.5063075481576905,-0.40067344002767247,-0.3422816044107242,0.6607438850976374,-0.23410092196961857,-0.21266514736426675,wachsend mehrheit
Jungen,3.550034322961435,-0.5875717112897846,-0.4819376031597666,-0.4235457675428184,0.7324121939691481,-0.3153650851017128,-0.2939293104963608,Jungen
mehrheit jung,3.550034322961435,-0.5875717112897846,-0.4819376031597666,-0.4235457675428184,0.7324121939691481,-0.3153650851017128,-0.2939293104963608,mehrheit jung
jung geldsorge,5.11132270547084,-0.9520726566017923,-0.846438548471774,-0.7880467128548259,0.9551887481855205,-0.6798660304137202,-0.6584302558083683,jung geldsorge
premium,5.288172033065467,-0.9860870741575286,-0.8804529660275104,1.0064942858460384,0.4240890140583837,-0.7138804479694568,-0.6924446733641049,premium
geldsorge premium,3.734447483133125,-0.63821431750212,-0.5325802093721018,-0.47418837375515377,0.7719617707137925,-0.36600769131404814,-0.34457191670869614,geldsorge premium
premium wer,3.442913851996049,-0.5569326022491224,-0.45129849411910417,-0.3929066585021561,0.7066657193909769,-0.28472597606105055,-0.2632902014556984,premium wer
alternden,4.088568173950783,-0.7288092684532239,-0.6231751603232059,-0.5647833247062576,0.8346126643024602,-0.4566026422651521,-0.4351668676598001,alternden
wer alternd,4.088568173950783,-0.7288092684532239,-0.6231751603232059,-0.5647833247062576,0.8346126643024602,-0.4566026422651521,-0.4351668676598001,wer alternd
Gesellschaft,4.885042885430766,-0.2181476542594434,-0.8011583957387787,-0.7427665601218305,0.719100886144831,-0.6345858776807249,-0.613150103075373,Gesellschaft
alternd gesellschaft,3.9063105990442426,-0.6832077871469282,-0.5775736790169101,-0.5191818433999621,0.8042766568122456,-0.4110011609588563,-0.3895653863535043,alternd gesellschaft
Arbeit,5.739178263130203,-1.0679304797590865,-0.9622963716290686,-0.9039045360121203,1.0036708059800143,-0.7957238535710147,-0.7742880789656627,Arbeit
gesellschaft arbeit,3.661435922366499,-0.6184698383973615,-0.5128357302673434,-0.4544438946503952,0.756964388174572,-0.3462632122092897,-0.32482743760393773,gesellschaft arbeit
Zusätzlich,3.5350922956229747,-0.5833538475041798,-0.47771973937416173,-0.41932790375721335,0.7289531798035042,-0.31114722131610795,-0.28971144671075605,Zusätzlich
Ältere,3.4610388812678416,-0.5621832381132577,-0.45654912998323954,-0.39815729436629127,0.711181905305768,-0.28997661192518576,-0.2685408373198338,Ältere
zusätzlich alte,3.4610388812678416,-0.5621832381132577,-0.45654912998323954,-0.39815729436629127,0.711181905305768,-0.28997661192518576,-0.2685408373198338,zusätzlich alte
Frauen,7.271839301201444,-0.7932671796013663,-1.1989895896157163,-1.140597753998768,1.0032867350538477,-1.0324170715576624,-1.0109812969523104,Frauen
alte frau,3.4143834092975127,-0.5486113624839308,-0.4429772543539126,-0.38458541873696456,0.6994171902327097,-0.2764047362958589,-0.2549689616905071,alte frau
