,summary,Freizeit,Klima,Emotion,Wohnen,Soziales,Infrastruktur,word
dicht dicht,2.7225972032500496,-0.32220071827008867,-0.21656661014007067,-0.1581747745231225,0.44701889658741795,-0.04999409208201686,-0.028558317476664975,dicht dicht
Gletscherunglück,2.8401753782622854,0.37339301168367,-0.2588461344550779,-0.20045429883812985,-0.32360514382923933,-0.09227361639702422,-0.07083784179167238,Gletscherunglück
gletscherunglück skisaison,3.6864560333392435,0.6015967642787541,-0.5196459032592724,-0.4612540676423243,-0.5844049126334337,-0.3530733852012188,-0.33163761059586677,gletscherunglück skisaison
Marmolata,2.9094373215472333,0.3996285174719203,-0.2829400334731829,-0.22454819785623473,-0.34769904284734426,-0.11636751541512905,-0.0949317408097772,Marmolata
skisaison marmolata,2.9094373215472333,0.3996285174719203,-0.2829400334731829,-0.22454819785623473,-0.34769904284734426,-0.11636751541512905,-0.0949317408097772,skisaison marmolata
wackelt,2.7648888350743235,0.3425156228622486,-0.23198076113233965,-0.1735889255153915,-0.29673977050650097,-0.06540824307428587,-0.043972468468933906,wackelt
marmolata wackel,2.7648888350743235,0.3425156228622486,-0.23198076113233965,-0.1735889255153915,-0.29673977050650097,-0.06540824307428587,-0.043972468468933906,marmolata wackel
wackel nan,2.694778690508207,0.31125345235665,-0.2062964137185577,-0.14790457810160942,-0.27105542309271885,-0.03972389566050394,-0.018288121055151867,wackel nan
nan die,3.1228266946097887,0.14094341043208194,-0.35371891479993345,-0.2953270791829853,0.18967683802179805,-0.18714639674187966,-0.16571062213652776,nan die
Betreibergesellschaft,2.644320848808133,0.28706666717833046,-0.18739459568263891,-0.1290027600656907,-0.25215360505680023,-0.02082207762458515,0.0006136969807669659,Betreibergesellschaft
die betreibergesellschaft,2.644320848808133,0.28706666717833046,-0.18739459568263891,-0.1290027600656907,-0.25215360505680023,-0.02082207762458515,0.0006136969807669659,die betreibergesellschaft
Skilifte,3.394287653637385,0.5408460625560959,-0.4370742480761235,-0.37868241245917517,-0.5018332574502845,-0.27050173001806965,-0.24906595541271767,Skilifte
betreibergesellschaft skilift,2.5440224843484844,0.23414302717969923,-0.14872681490545686,-0.09033497928850866,-0.21348582427961815,0.01784570315259691,0.03928147775794886,betreibergesellschaft skilift
3.343,2.49069120296504,0.2029811081648781,-0.12754059478677512,-0.06914875916982698,-0.19229960416093644,0.039031923271278565,0.06046769787663065,3.343
skilift 3.343,2.49069120296504,0.2029811081648781,-0.12754059478677512,-0.06914875916982698,-0.19229960416093644,0.039031923271278565,0.06046769787663065,skilift 3.343
3.343 hoch,2.4803994475700013,0.19669648529382971,-0.12339994605479195,-0.06500811043784382,-0.18815895542895317,0.043172572003261814,0.06460834660861381,3.343 hoch
Marmolata-Massiv,2.4871558951932635,0.20083259460765918,-0.12612017817032967,-0.06772834255338143,-0.19087918754449093,0.04045233988772409,0.06188811449307614,Marmolata-Massiv
hoch marmolata-massiv,2.4871558951932635,0.20083259460765918,-0.12612017817032967,-0.06772834255338143,-0.19087918754449093,0.04045233988772409,0.06188811449307614,hoch marmolata-massiv
norditalienischen,2.5555717821749724,0.2405977563709406,-0.15325631939884066,-0.0948644837818925,-0.2180153287730019,0.013316198659213161,0.034751973264565,norditalienischen
marmolata-massiv norditalienisch,2.5555717821749724,0.2405977563709406,-0.15325631939884066,-0.0948644837818925,-0.2180153287730019,0.013316198659213161,0.034751973264565,marmolata-massiv norditalienisch
norditalienisch region,2.623849934467866,0.2768134996319028,-0.1796230111175121,-0.12123117550056398,-0.24438202049167346,-0.013050493059458481,0.008385281545893361,norditalienisch region
Trentino,2.674092526607709,0.30151840939053365,-0.19859041168195188,-0.14019857606500374,-0.2633494210561133,-0.032017893623898064,-0.010582119018546254,Trentino
region trentino,2.674092526607709,0.30151840939053365,-0.19859041168195188,-0.14019857606500374,-0.2633494210561133,-0.032017893623898064,-0.010582119018546254,region trentino
Venetien,2.7871491044026615,0.35191971981717346,-0.23999957831315344,-0.18160774269620536,-0.30475858768731473,-0.07342706025509978,-0.051991285649747754,Venetien
trentino venetien,2.7871491044026615,0.35191971981717346,-0.23999957831315344,-0.18160774269620536,-0.30475858768731473,-0.07342706025509978,-0.051991285649747754,trentino venetien
bangt,3.4160338602006366,0.5458643663726909,-0.4434605193932582,-0.38506868377631,-0.5082195287674195,-0.27688800133520436,-0.25545222672985246,bangt
venetien bang,2.930348068325282,0.4071771026971707,-0.2901015419030574,-0.2317097062861092,-0.3548605512772186,-0.1235290238450037,-0.10209324923965157,venetien bang
bang skisaison,3.6864560333392435,0.6015967642787541,-0.5196459032592724,-0.4612540676423243,-0.5844049126334337,-0.3530733852012188,-0.33163761059586677,bang skisaison
Gletscherabbruch,2.8120528670292693,0.36216300283832015,-0.24889510555930638,-0.19050326994235822,-0.31365411493346773,-0.08232258750125268,-0.06088681289590065,Gletscherabbruch
nach gletscherabbruch,2.8120528670292693,0.36216300283832015,-0.24889510555930638,-0.19050326994235822,-0.31365411493346773,-0.08232258750125268,-0.06088681289590065,nach gletscherabbruch
+947,2.623849934467866,0.2768134996319028,-0.1796230111175121,-0.12123117550056398,-0.24438202049167346,-0.013050493059458481,0.008385281545893361,+947
gletscherabbruch +947,2.623849934467866,0.2768134996319028,-0.1796230111175121,-0.12123117550056398,-0.24438202049167346,-0.013050493059458481,0.008385281545893361,gletscherabbruch +947
+947 chars,2.6015165698269307,0.2653191488175381,-0.17107490234301845,-0.11268306672607041,-0.2358339117171797,-0.004502384284964712,0.016933390320387334,+947 chars
Keiner,2.4813157802196746,-0.2294034154310817,-0.12376930730106381,-0.06537747168411559,0.2987585362135073,0.042803210756990194,0.06423898536234202,Keiner
weiß,3.012411733389627,-0.4233554376772489,-0.31772132954723087,0.7523489978339826,0.11675022565944222,-0.15114881148917722,-0.12971303688382524,weiß
keiner wiss,2.4919508995862922,-0.23368033692468065,-0.12804622879466254,-0.06965439317771437,0.3064253264120105,0.038526289263391245,0.059962063868743185,keiner wiss
wiss genau,2.500202453493736,-0.23698614940219154,-0.13135204127217345,-0.07296020565522533,0.31228908567447844,0.0352204767858802,0.056656251391232225,wiss genau
genau januar,2.5269072883895043,-0.24761057873300243,-0.1419764706029843,-0.08358463498603623,0.33077696116383415,0.024596047455069395,0.046031822060421404,genau januar
Februar,2.7867126431568714,-0.34547707644226033,0.20444369599923523,-0.18145113269529406,0.26033376845261574,-0.07327045025418852,-0.05183467564883655,Februar
januar februar,2.5527839308400484,-0.25779894065193865,-0.15216483252192037,-0.09377299690497236,0.3480119042429374,0.014407685536133308,0.035843460141485164,januar februar
februar passier,2.5753568818525125,-0.2666025588158525,-0.16096845068583449,-0.10257661506888618,0.3625312935486399,0.005604067372219322,0.027039841977571328,februar passier
passier ich,2.613714136199934,-0.28138668987073795,-0.1757525817407196,-0.11736074612377159,0.3861725587162022,-0.009180063682665919,0.012255710922686035,passier ich
kenne,2.63049664492952,-0.28778710614755315,-0.182152998017535,-0.12376116240058681,0.3961310141505045,-0.015580479959481284,0.005855294645870681,kenne
ich kenn,2.63049664492952,-0.28778710614755315,-0.182152998017535,-0.12376116240058681,0.3961310141505045,-0.015580479959481284,0.005855294645870681,ich kenn
niemanden,2.659524910744359,-0.298761941267873,-0.19312783313785487,-0.13473599752090676,0.41283489222411696,-0.02655531507980104,-0.005119540474449151,niemanden
kenn niemanden,2.659524910744359,-0.298761941267873,-0.19312783313785487,-0.13473599752090676,0.41283489222411696,-0.02655531507980104,-0.005119540474449151,kenn niemanden
niemanden nachricht,2.7646244952283134,-0.3375192587337556,-0.2318851506037375,-0.17349331498678938,0.46833194300088327,-0.06531263254568376,-0.0438768579403317,niemanden nachricht
nachricht heizkost,3.734447483133125,-0.63821431750212,-0.5325802093721018,-0.47418837375515377,0.7719617707137925,-0.36600769131404814,-0.34457191670869614,nachricht heizkost
berichtet,3.132593622188513,-0.4624757341214608,0.2859608521666271,-0.29844979037449465,0.3355048516868765,-0.19026910793338897,-0.16883333332803704,berichtet
steig bericht,2.755464260567407,-0.33420038344952474,-0.22856627531950663,-0.17017443970255836,0.4637802023588128,-0.06199375726145273,-0.04055798265610084,steig bericht
Lutz,2.682125236869503,-0.3072239185065803,-0.20158981037656226,-0.14319797475961418,0.4254043111237936,-0.03501729231850865,-0.01358151771315659,Lutz
bericht lutz,2.682125236869503,-0.3072239185065803,-0.20158981037656226,-0.14319797475961418,0.4254043111237936,-0.03501729231850865,-0.01358151771315659,bericht lutz
Stordel,2.654316110298137,-0.29680147534730844,-0.19116736721729055,-0.13277553160034236,0.40988478808986634,-0.024594849159236726,-0.003159074553884796,Stordel
lutz stordel,2.654316110298137,-0.29680147534730844,-0.19116736721729055,-0.13277553160034236,0.40988478808986634,-0.024594849159236726,-0.003159074553884796,lutz stordel
darum,2.5636077401193034,-0.26202997929103417,-0.15639587116101616,-0.09800403554406793,0.3550322307632697,0.010176646897037718,0.03161242150238943,darum
geh darum,2.5636077401193034,-0.26202997929103417,-0.15639587116101616,-0.09800403554406793,0.3550322307632697,0.010176646897037718,0.03161242150238943,geh darum
Härtefälle,2.5452025289543965,-0.25482466540252513,-0.1491905572725071,-0.09079872165555881,0.3430292266180868,0.01738196078554671,0.03881773539089877,Härtefälle
darum härtefall,2.5452025289543965,-0.25482466540252513,-0.1491905572725071,-0.09079872165555881,0.3430292266180868,0.01738196078554671,0.03881773539089877,darum härtefall
härtefall abfeder,2.5206732906439604,-0.2451404840737522,-0.13950637594373408,-0.08111454032678592,0.32652649451531746,0.027066142114319774,0.0485019167196717,härtefall abfeder
WELT-Reporter,2.4827749208333283,-0.22999129375303415,-0.12435718562301597,-0.06596535000606776,0.29981780539101643,0.04221533243503793,0.06365110704038962,WELT-Reporter
abfeder welt-reporter,2.4827749208333283,-0.22999129375303415,-0.12435718562301597,-0.06596535000606776,0.29981780539101643,0.04221533243503793,0.06365110704038962,abfeder welt-reporter
Energiegipfel,2.4533666183267338,-0.21807565064274392,-0.11244154251272591,-0.05404970689577772,0.2780006737505216,0.0541309755453278,0.07556675015067985,Energiegipfel
welt-reporter energiegipfel,2.4533666183267338,-0.21807565064274392,-0.11244154251272591,-0.05404970689577772,0.2780006737505216,0.0541309755453278,0.07556675015067985,welt-reporter energiegipfel
Dresden,6.479940767636234,0.7989877846354714,-1.0836917008048688,-1.0252998651879206,-0.7137250760463661,-0.917119182746815,-0.8956834081414631,Dresden
energiegipfel dresden,2.435993805286733,-0.21096924626803387,-0.10533513813801569,-0.0469433025210677,0.26463148662048713,0.06123737992003802,0.08267315452539004,energiegipfel dresden
Unbekannte,2.4158214529384967,-0.20265381482161457,-0.0970197066915966,-0.038627871074648344,0.2486335262047453,0.0695528113664573,0.09098858597180924,Unbekannte
viele unbekannte,2.4158214529384967,-0.20265381482161457,-0.0970197066915966,-0.038627871074648344,0.2486335262047453,0.0695528113664573,0.09098858597180924,viele unbekannte
unbekannte nächster,2.398712884388258,-0.19554673473239811,-0.08991262660238003,-0.03152079098543183,0.23464628859768447,0.07665989145567388,0.09809566606102567,unbekannte nächster
Ja…,2.7032472235680722,0.07845515217326894,-0.20943405705049123,-0.15104222143354293,0.10909239959051947,-0.04286153899243743,-0.021425764387085447,Ja…
nächster ja…,2.393886247354942,-0.19353252969147935,-0.08789842156146122,-0.02950658594451296,0.23062803507954924,0.07867409649659252,0.10010987110194451,nächster ja…
ja… die,2.3915737114125686,-0.1925660453232854,-0.08693193719326708,-0.028540101576318973,0.22869130537437324,0.0796405808647864,0.1010763554701386,ja… die
TV-Stress,2.8722852434913495,0.38579888740863405,-0.27008829629793357,-0.2116964606809855,-0.3348473056720948,-0.10351577823987977,-0.08208000363452793,TV-Stress
tv-streß wintersport,3.6864560333392435,0.6015967642787541,-0.5196459032592724,-0.4612540676423243,-0.5844049126334337,-0.3530733852012188,-0.33163761059586677,tv-streß wintersport
Wüsten-WM,2.8722852434913495,0.38579888740863405,-0.27008829629793357,-0.2116964606809855,-0.3348473056720948,-0.10351577823987977,-0.08208000363452793,Wüsten-WM
wintersport wüsten-wm,2.8722852434913495,0.38579888740863405,-0.27008829629793357,-0.2116964606809855,-0.3348473056720948,-0.10351577823987977,-0.08208000363452793,wintersport wüsten-wm
Kurze,2.735518842772354,0.3297327789832747,-0.22130145401437493,-0.1629096183974267,-0.2860604633885362,-0.05472893595632114,-0.03329316135096915,Kurze
wüsten-wm kurz,2.735518842772354,0.3297327789832747,-0.22130145401437493,-0.1629096183974267,-0.2860604633885362,-0.05472893595632114,-0.03329316135096915,wüsten-wm kurz
Hose,2.6876119609552513,0.3079084014173895,-0.20363338375569856,-0.14524154813875023,-0.26839239312985963,-0.03706086569764466,-0.015625091092292646,Hose
kurz hose,2.6876119609552513,0.3079084014173895,-0.20363338375569856,-0.14524154813875023,-0.26839239312985963,-0.03706086569764466,-0.015625091092292646,kurz hose
Hochfilzen,2.6389548194416332,0.28440450625565483,-0.18536326832113204,-0.12697143270418382,-0.25012227769529327,-0.018790750263078228,0.00264502434227381,Hochfilzen
hose hochfilz,2.6389548194416332,0.28440450625565483,-0.18536326832113204,-0.12697143270418382,-0.25012227769529327,-0.018790750263078228,0.00264502434227381,hose hochfilz
hochkarätigen,2.9472417972067784,0.4131567771090732,-0.2958500802631846,-0.23745824464623638,-0.36060908963734584,-0.12927756220513067,-0.1078417875997789,hochkarätigen
hochkarätig sport,2.8766278859158816,0.38744385036211115,-0.27159906647405563,-0.21320723085710733,-0.3363580758482169,-0.10502654841600181,-0.08359077381064983,hochkarätig sport
Fernsehen,2.8401753782622854,0.37339301168367,-0.2588461344550779,-0.20045429883812985,-0.32360514382923933,-0.09227361639702422,-0.07083784179167238,Fernsehen
sport fernsehen,2.8401753782622854,0.37339301168367,-0.2588461344550779,-0.20045429883812985,-0.32360514382923933,-0.09227361639702422,-0.07083784179167238,sport fernsehen
fernsehen kommend,2.772957041800234,0.34595181991961005,-0.23489460619552177,-0.17650277057857366,-0.2996536155696831,-0.06832208813746808,-0.046886313532116,fernsehen kommend
woche geb,3.7574965375706126,0.008662010044787068,0.7009531480736364,-0.48034141683539994,-0.6034922618265094,-0.3721607343942943,-0.35072495978894236,woche geb
selten,2.7140396223390453,0.32010176431856185,-0.21341849182607076,-0.1550266562091225,-0.278177501200232,-0.04684597376801697,-0.02541019916266504,selten
geb selten,2.7140396223390453,0.32010176431856185,-0.21341849182607076,-0.1550266562091225,-0.278177501200232,-0.04684597376801697,-0.02541019916266504,geb selten
Weltcups,2.603541096272044,0.2663747440457933,-0.17185280978500245,-0.11346097416805423,-0.23661181915916368,-0.00528029172694865,0.01615548287840348,Weltcups
weltcup schnee,2.589866895503991,0.25919093334622456,-0.1665868139728875,-0.1081949783559393,-0.23134582334704884,-1.4295914833661377e-05,0.021421478690518202,weltcup schnee
Fußball,3.5192331191160795,0.5685177442182066,-0.47322343326608435,-0.41483159764913613,-0.5379824426402455,-0.30665091520803056,-0.28521514060267855,Fußball
schnee fußball,2.578481736328331,0.25311136446218635,-0.16218108270256612,-0.103789247085618,-0.2269400920767274,0.004391435355487548,0.025827209960839474,schnee fußball
Wüste,2.564432898023803,0.2454829115404468,-0.15671769306916702,-0.09832585745221899,-0.22147670244332843,0.009854824988886735,0.031290599594238556,Wüste
fußball wüste,2.564432898023803,0.2454829115404468,-0.15671769306916702,-0.09832585745221899,-0.22147670244332843,0.009854824988886735,0.031290599594238556,fußball wüste
bieten,2.559226197857861,0.2426194377669088,-0.15468527761732384,-0.09629344200037565,-0.21944428699148508,0.011887240440730059,0.033323015046081955,bieten
wüste biet,2.559226197857861,0.2426194377669088,-0.15468527761732384,-0.09629344200037565,-0.21944428699148508,0.011887240440730059,0.033323015046081955,wüste biet
biet fan,2.553416299769816,0.23940067053659664,-0.15241251921826657,-0.09402068360131836,-0.21717152859242775,0.014159998839787203,0.03559577344513912,biet fan
stundenlanges,2.549428598577531,0.23717689260464056,-0.15084958635102388,-0.09245775073407551,-0.215608595725185,0.01572293170702983,0.037158706312381946,stundenlanges
fan stundenlang,2.549428598577531,0.23717689260464056,-0.15084958635102388,-0.09245775073407551,-0.215608595725185,0.01572293170702983,0.037158706312381946,fan stundenlang
TV-Vergnügen,2.538913939729696,0.23125574696424114,-0.1467167380866165,-0.08832490246966841,-0.21147574746077785,0.01985577997143714,0.041291554576789215,TV-Vergnügen
stundenlang tv-vergnügen,2.538913939729696,0.23125574696424114,-0.1467167380866165,-0.08832490246966841,-0.21147574746077785,0.01985577997143714,0.041291554576789215,stundenlang tv-vergnügen
tv-vergnügen sorg,2.529249900406905,0.22573873144138062,-0.1429031080066697,-0.08451127238972156,-0.20766211738083099,0.023669410051384104,0.04510518465673584,tv-vergnügen sorg
sorg problem,2.3596770637921867,0.11542491165142671,-0.07350510357757896,-0.015113267960630741,-0.13826411295174032,0.09306741448047484,0.11450318908582664,sorg problem
Probleme.…,2.304423408217641,0.07282023367662618,-0.04981082815697216,0.008581007459976128,-0.1145698375311334,0.1167616899010816,0.13819746450643353,Probleme.…
sorg probleme.…,2.304423408217641,0.07282023367662618,-0.04981082815697216,0.008581007459976128,-0.1145698375311334,0.1167616899010816,0.13819746450643353,sorg probleme.…
+3595,2.302303365577266,0.07110711610583148,-0.0488904163790902,0.009501419237857828,-0.11364942575325153,0.1176821016789635,0.13911787628431543,+3595
probleme.… +3595,2.302303365577266,0.07110711610583148,-0.0488904163790902,0.009501419237857828,-0.11364942575325153,0.1176821016789635,0.13911787628431543,probleme.… +3595
+3595 chars,2.301273864356426,0.07027301907820425,-0.04844315496190021,0.009948680655047957,-0.11320216433606144,0.1181293630961536,0.13956513770150547,+3595 chars
Weihnachten,5.3212697575169825,0.7925272079731012,-0.8866922823792512,-0.828300446762303,-0.9514512917534126,-0.7201197643211975,-0.6986839897158454,Weihnachten
weihnachten als,2.7871491044026615,0.35191971981717346,-0.23999957831315344,-0.18160774269620536,-0.30475858768731473,-0.07342706025509978,-0.051991285649747754,weihnachten als
als erst,3.218129956496462,0.49662273623997344,-0.3837807632778833,-0.32538892766093497,-0.44853977265204453,-0.2172082452198294,-0.1957724706144775,als erst
erst weihnachtsmarkt,5.051279844518366,0.7713557516439657,-0.8346219770155885,-0.7762301413986403,-0.8993809863897497,-0.6680494589575346,-0.6466136843521828,erst weihnachtsmarkt
Göttingen,2.825669146452295,0.3676439854812766,-0.25372553383023494,-0.19533369821328675,-0.3184845432043962,-0.08715301577218114,-0.06571724116682923,Göttingen
weihnachtsmarkt göttingen,2.825669146452295,0.3676439854812766,-0.25372553383023494,-0.19533369821328675,-0.3184845432043962,-0.08715301577218114,-0.06571724116682923,weihnachtsmarkt göttingen
Aufbau,2.694778690508207,0.31125345235665,-0.2062964137185577,-0.14790457810160942,-0.27105542309271885,-0.03972389566050394,-0.018288121055151867,Aufbau
göttingen aufbau,2.694778690508207,0.31125345235665,-0.2062964137185577,-0.14790457810160942,-0.27105542309271885,-0.03972389566050394,-0.018288121055151867,göttingen aufbau
aufbau nan,2.649868034086897,0.28979998428531156,-0.18949017157971204,-0.1310983359627639,-0.25424918095387344,-0.022917653521658234,-0.0014818789163063431,aufbau nan
Eisarena,2.930348068325282,0.4071771026971707,-0.2901015419030574,-0.2317097062861092,-0.3548605512772186,-0.1235290238450037,-0.10209324923965157,Eisarena
wintersport eisarena,2.930348068325282,0.4071771026971707,-0.2901015419030574,-0.2317097062861092,-0.3548605512772186,-0.1235290238450037,-0.10209324923965157,wintersport eisarena
Oberhof,3.997122394569321,0.6534504825478127,-0.6005550321482314,-0.5421631965312833,-0.6653140415223928,-0.43398251409017763,-0.4125467394848258,Oberhof
eisarena oberhof,2.7871491044026615,0.35191971981717346,-0.23999957831315344,-0.18160774269620536,-0.30475858768731473,-0.07342706025509978,-0.051991285649747754,eisarena oberhof
Doppel-WM,2.680722427426192,0.3046652036935978,-0.2010666519491299,-0.1426748163321818,-0.26582566132329116,-0.03449413389107615,-0.013058359285724191,Doppel-WM
oberhof doppel-wm,2.680722427426192,0.3046652036935978,-0.2010666519491299,-0.1426748163321818,-0.26582566132329116,-0.03449413389107615,-0.013058359285724191,oberhof doppel-wm
doppel-wm offiziell,2.623849934467866,0.2768134996319028,-0.1796230111175121,-0.12123117550056398,-0.24438202049167346,-0.013050493059458481,0.008385281545893361,doppel-wm offiziell
offiziell eröffn,3.754329154795429,0.6139003785672212,-0.5378899466855188,-0.47949811106857065,-0.6026489560596799,-0.3713174286274651,-0.349881654022113,offiziell eröffn
teure,2.500202453493736,-0.23698614940219154,-0.13135204127217345,-0.07296020565522533,0.31228908567447844,0.0352204767858802,0.056656251391232225,teure
spar teuer,2.500202453493736,-0.23698614940219154,-0.13135204127217345,-0.07296020565522533,0.31228908567447844,0.0352204767858802,0.056656251391232225,spar teuer
Heiz-Fehler,2.5109357857619936,-0.24126994608456695,-0.13563583795454875,-0.07724400233760073,0.3198082982494185,0.030936680103505098,0.05237245470885676,Heiz-Fehler
teuer heiz-fehler,2.5109357857619936,-0.24126994608456695,-0.13563583795454875,-0.07724400233760073,0.3198082982494185,0.030936680103505098,0.05237245470885676,teuer heiz-fehler
heiz-fehler winter,2.5753568818525125,-0.2666025588158525,-0.16096845068583449,-0.10257661506888618,0.3625312935486399,0.005604067372219322,0.027039841977571328,heiz-fehler winter
unbedingt,4.899091654701617,-0.14814295891348264,-0.8040301426200503,-0.7456383070031022,0.684632200078528,-0.6374576245619966,-0.6160218499566446,unbedingt
winter unbedingt,2.5985878593590583,-0.2755826058719698,-0.1699484977419517,-0.1115566621250035,0.3769993313478864,-0.003375979683898042,0.018059794921454087,winter unbedingt
vermeiden,2.9523416662982376,-0.40321308006609025,-0.2975789719360723,-0.23918713631912403,0.5516238698775108,-0.1310064538780184,-0.10957067927266655,vermeiden
unbedingt vermeid,2.639608678099121,-0.2912451175879713,-0.18561100945795317,-0.12721917384100512,0.4014441879846356,-0.01903849139989957,0.0023972832054524693,unbedingt vermeid
solltest,2.9281613691292905,-0.08457103803351693,-0.289355038267317,-0.2309632026503689,0.3490911846445974,-0.12278252020926328,-0.10134674560391128,solltest
vermeid soll,2.694633006067262,-0.31187645864124147,-0.20624235051122344,-0.14785051489427528,0.43220387240069097,-0.03966983245316963,-0.01823405784781784,vermeid soll
Musstest,3.321612868890109,-0.5210649082558159,-0.4154308001257979,-0.35703896450884987,0.6745925474581339,-0.24885828206774407,-0.22742250746239215,Musstest
soll müss,2.7646244952283134,-0.3375192587337556,-0.2318851506037375,-0.17349331498678938,0.46833194300088327,-0.06531263254568376,-0.0438768579403317,soll müss
schon mal,4.318012953579789,-0.7834097714001582,-0.6777756632701402,-0.6193838276531918,0.8680765422499527,-0.5112031452120862,-0.4897673706067344,schon mal
mal heizkost,5.11132270547084,-0.9520726566017923,-0.846438548471774,-0.7880467128548259,0.9551887481855205,-0.6798660304137202,-0.6584302558083683,mal heizkost
nachzahlen,3.7815590028939448,-0.6507507986410994,-0.5451166905110812,-0.4867248548941331,0.7812187068853081,-0.3785441724530275,-0.3571083978476756,nachzahlen
heizkost nachzahl,3.7815590028939448,-0.6507507986410994,-0.5451166905110812,-0.4867248548941331,0.7812187068853081,-0.3785441724530275,-0.3571083978476756,heizkost nachzahl
Erfahre,3.3981876734989385,-0.543856691710444,-0.438222583580426,-0.3798307479634779,0.6952243728374807,-0.2716500655223722,-0.25021429091702013,Erfahre
fünf,4.7394884128698225,-0.02640484409943049,-0.11143087272886065,-0.7125176957702409,0.4118622460294269,-0.6043370133291354,-0.5829012387237836,fünf
erfahr fünf,3.1920182605457565,-0.4812678397029122,-0.37563373157289415,-0.317241895955946,0.6363105274946963,-0.20906121351484036,-0.18762543890948843,erfahr fünf
verbreitete,3.1368880647976387,-0.46384568573633805,-0.35821157760631994,-0.2998197419893717,0.6185754856786446,-0.1916390595482662,-0.1702032849429142,verbreitete
fünf verbreitet,3.1368880647976387,-0.46384568573633805,-0.35821157760631994,-0.2998197419893717,0.6185754856786446,-0.1916390595482662,-0.1702032849429142,fünf verbreitet
verbreitet fehler,3.0345429027610185,-0.43067524393273554,-0.3250411358027176,-0.2666493001857694,0.5830091490883069,-0.15846861774466378,-0.13703284313931188,verbreitet fehler
fehler heizen,2.938309266372046,-0.39844877587303923,-0.29281466774302095,-0.23442283212607282,0.5459870797234793,-0.12624214968496716,-0.10480637507961535,fehler heizen
schnell ganz,2.872317161496758,-0.3757335167741712,-0.27009940864415305,-0.21170757302720497,0.5182824208862922,-0.10352689058609926,-0.08209111598074735,schnell ganz
ganz schön,2.853830757429806,-0.36927665657597025,-0.2636425484459521,-0.20525071282900395,0.5101470414284156,-0.09707003038789845,-0.07563425578254644,ganz schön
schön teuer,2.8367278579820887,-0.3632656646504218,-0.2576315565204036,-0.19923972090345554,0.5024655676772811,-0.09105903846234996,-0.06962326385699802,schön teuer
Pia,2.540380034633355,-0.2529281291822492,-0.14729402105223124,-0.0889021854352831,0.3398312371027699,0.01927849700582239,0.04071427161117441,Pia
Klaus,2.5502084564615712,-0.2567895428705264,-0.15115543474050822,-0.09276359912356011,0.3463253441344698,0.01541708331754547,0.03685285792289749,Klaus
pia klaus,2.5502084564615712,-0.2567895428705264,-0.15115543474050822,-0.09276359912356011,0.3463253441344698,0.01541708331754547,0.03685285792289749,pia klaus
Marie,2.5784546777138537,-0.2678046967669977,-0.16217058863697942,-0.10377875302003124,0.36448785458178534,0.004401929421074174,0.025837704026426236,Marie
klaus marie,2.5784546777138537,-0.2678046967669977,-0.16217058863697942,-0.10377875302003124,0.36448785458178534,0.004401929421074174,0.025837704026426236,klaus marie
Mühlenberg,2.5985878593590583,-0.2755826058719698,-0.1699484977419517,-0.1115566621250035,0.3769993313478864,-0.003375979683898042,0.018059794921454087,Mühlenberg
marie mühlenberg,2.5985878593590583,-0.2755826058719698,-0.1699484977419517,-0.1115566621250035,0.3769993313478864,-0.003375979683898042,0.018059794921454087,marie mühlenberg
07.11.2022,2.6443656669025253,-0.29304565248006614,-0.18741154435004803,-0.1290197087330998,0.40419231618956614,-0.020839026291994404,0.0005967483133575253,07.11.2022
mühlenberg 07.11.2022,2.6443656669025253,-0.29304565248006614,-0.18741154435004803,-0.1290197087330998,0.40419231618956614,-0.020839026291994404,0.0005967483133575253,mühlenberg 07.11.2022
19:30,2.7151973311060744,-0.31947907196108816,-0.21384496383107002,-0.15545312821412188,0.44314944558433006,-0.04727244577301626,-0.025836671167664423,19:30
07.11.2022 19:30,2.7151973311060744,-0.31947907196108816,-0.21384496383107002,-0.15545312821412188,0.44314944558433006,-0.04727244577301626,-0.025836671167664423,07.11.2022 19:30
19:30 müss,2.7646244952283134,-0.3375192587337556,-0.2318851506037375,-0.17349331498678938,0.46833194300088327,-0.06531263254568376,-0.0438768579403317,19:30 müss
Tem…,2.4742954358533313,-0.2265701225206455,-0.12093601439062746,-0.06254417877367931,0.2936287782342916,0.04563650366742628,0.06707227827277813,Tem…
die tem…,2.4742954358533313,-0.2265701225206455,-0.12093601439062746,-0.06254417877367931,0.2936287782342916,0.04563650366742628,0.06707227827277813,die tem…
+655,2.4664279588587212,-0.22338537283286822,-0.11775126470285018,-0.05935942908590194,0.28781358602416957,0.04882125335520363,0.07025702796055572,+655
tem… +655,2.4664279588587212,-0.22338537283286822,-0.11775126470285018,-0.05935942908590194,0.28781358602416957,0.04882125335520363,0.07025702796055572,tem… +655
+655 chars,2.4602878444486733,-0.22089279244698592,-0.11525868431696801,-0.0568668487000199,0.2832255168240232,0.0513138337410857,0.07274960834643779,+655 chars
energiekrise fast,2.443332105315372,0.17327797074503368,-0.10834305591022587,-0.04995122029327784,-0.17310206528438718,0.058229462147827885,0.07966523675317981,energiekrise fast
Skihallen,2.948641655123085,0.41364760448653115,-0.29632493969822243,-0.2379331040812743,-0.36108394907238367,-0.1297524216401686,-0.10831664703481678,Skihallen
